,상품 제목,포스터 URL,상세 포스터 URL,공연장소,캐스팅 리스트,해당 링크,시작일,종료일,종료일_date
91,커트 로젠윈클 The Next Step Band,https://image.toast.com/aaaaab/ticketlink/TKL_4/kurt_pst0607.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_8/kurt_pst0607.jpg,광림아트센터 장천홀,커트 로젠윈클,https://www.ticketlink.co.kr/product/50446,2024.08.02,2024.08.02,2024-08-02
92,윤딴딴 투어 콘서트 [딴딴한여름 2024] : 제주,https://image.toast.com/aaaaab/ticketlink/TKL_2/ddan_main_0610.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_3/yun_info_0613.jpg,한라아트홀 대극장,윤딴딴,https://www.ticketlink.co.kr/product/50535,2024.08.03,2024.08.03,2024-08-03
93,2024 KIM SUNG KYU CONCERT [LV3 : Let's Vacay],https://image.toast.com/aaaaab/ticketlink/TKL_5/ksk_main_0626.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_3/web0627-1713.jpg,잠실학생체육관,김성규,https://www.ticketlink.co.kr/product/50692,2024.08.03,2024.08.04,2024-08-04
94,이영현 & 박민혜 “MUSE BY YOU” - 제주,https://image.toast.com/aaaaab/ticketlink/TKL_8/muse_pst_0607.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_3/muse_info_0607.jpg,한라아트홀 대극장,"이영현, 박민혜, 여동생",https://www.ticketlink.co.kr/product/50485,2024.08.10,2024.08.10,2024-08-10
95,트롯 3파전 콘서트 - 창원,https://image.toast.com/aaaaab/ticketlink/TKL_2/trot_pst0624.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_7/trot_info0624_optimized.jpg,"창원컨벤션센터 2,3홀","양지원, 빈예서, 최수호",https://www.ticketlink.co.kr/product/50742,2024.08.11,2024.08.11,2024-08-11
96,테너 현동헌 리사이틀 - 대구,https://image.toast.com/aaaaab/ticketlink/TKL_3/main_0620.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_1/info_0620.jpg,대구문화예술회관 팔공홀,현동헌,https://www.ticketlink.co.kr/product/49339,2024.08.13,2024.08.13,2024-08-13
97,2024 김창옥 토크콘서트 시즌 4 - 대전,https://image.toast.com/aaaaab/ticketlink/TKL_4/kco_0422.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_8/kco_info_0422.jpg,충남대학교 정심화홀,김창옥,https://www.ticketlink.co.kr/product/49800,2024.08.17,2024.08.17,2024-08-17
98,2024 김창완밴드 전국투어 <개구쟁이> - 양산,https://image.toast.com/aaaaab/ticketlink/TKL_1/main_0614.png,http://image.toast.com/aaaaab/ticketlink/TKL_5/info_0614.jpg,양산문화예술회관 대공연장,김창완,https://www.ticketlink.co.kr/product/50611,2024.08.17,2024.08.17,2024-08-17
99,윤딴딴 투어 콘서트 [딴딴한여름 2024] : 부산,https://image.toast.com/aaaaab/ticketlink/TKL_4/main0619.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_6/web0619(1).jpg,소향씨어터 신한카드홀,윤딴딴,https://www.ticketlink.co.kr/product/50652,2024.08.17,2024.08.17,2024-08-17
100,2024 김창옥 토크콘서트 시즌4 - 진주,https://image.toast.com/aaaaab/ticketlink/TKL_4/jj_main_0628.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_10/jj_info1_0627.jpg,경상국립대학교 GNU컨벤션센터 대강당,김창옥,https://www.ticketlink.co.kr/product/50680,2024.08.18,2024.08.18,2024-08-18
101,Rainbow Disco Club 15 Years in Korea,https://image.toast.com/aaaaab/ticketlink/TKL_4/main0613.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_8/rainbow_info_0624.jpg,양양 기사문 해수욕장 일대,,https://www.ticketlink.co.kr/product/50524,2024.08.23,2024.08.24,2024-08-24
102,2024 심수봉 전국투어 콘서트 : 꽃길 - 고양,https://image.toast.com/aaaaab/ticketlink/TKL_3/s_0530.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_4/goyang_info_0603.jpg,고양아람누리 아람극장,심수봉,https://www.ticketlink.co.kr/product/50384,2024.08.24,2024.08.24,2024-08-24
103,2024 걸스온파이어 전국투어콘서트 - 수원,https://image.toast.com/aaaaab/ticketlink/TKL_10/main0612(1).jpg,http://image.toast.com/aaaaab/ticketlink/TKL_9/web0612-1441.jpg,경희대학교 국제캠퍼스 선승관,상세페이지 참고,https://www.ticketlink.co.kr/product/50578,2024.08.24,2024.08.24,2024-08-24
104,김경호 데뷔 30주년 전국투어 콘서트:THE ROCKER-부산,https://image.toast.com/aaaaab/ticketlink/TKL_7/kkh_pst_0620.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_10/kkh_info0_0620.jpg,부산시민회관 대극장,김경호,https://www.ticketlink.co.kr/product/50697,2024.08.24,2024.08.24,2024-08-24
105,원더매직 하이라이트 쇼 - 안동,https://image.toast.com/aaaaab/ticketlink/TKL_1/8cul_info1_0604(1).jpg,http://image.toast.com/aaaaab/ticketlink/TKL_6/8cul_info1_0604.jpg,안동문화예술의전당 백조홀,상세정보 참고,https://www.ticketlink.co.kr/product/50226,2024.08.28,2024.08.28,2024-08-28
106,"2024 카즈미 타테이시 트리오 내한공연-지브리, 재즈를 만나다- (부산)",https://image.toast.com/aaaaab/ticketlink/TKL_10/main0620(5).jpg,http://image.toast.com/aaaaab/ticketlink/TKL_10/web0620(4).jpg,부산동래문화회관 대극장,Piano 카즈미 타테이시 Contrabass 시노부 사토 Drums 마오 스즈키,https://www.ticketlink.co.kr/product/50704,2024.08.28,2024.08.28,2024-08-28
107,[유레카극장] '내 자녀 부자만들기 프로젝트'_ 존 리,https://image.toast.com/aaaaab/ticketlink/TKL_7/main0427(2).jpg,http://image.toast.com/aaaaab/ticketlink/TKL_2/main0427(2).jpg,달서아트센터 청룡홀,존 리,https://www.ticketlink.co.kr/product/49888,2024.08.29,2024.08.29,2024-08-29
108,Summer Jazzbreak 2024,https://image.toast.com/aaaaab/ticketlink/TKL_10/main0620(6).jpg,http://image.toast.com/aaaaab/ticketlink/TKL_8/web0620(2).jpg,구로아트밸리 예술극장,"카즈미 타테이시 트리오, 요시다 케이코, 젠틀레인",https://www.ticketlink.co.kr/product/50705,2024.08.31,2024.08.31,2024-08-31
109,THE GREATEST : 불후의명곡 정동하X알리 - 이천,https://image.toast.com/aaaaab/ticketlink/TKL_8/pst_0624.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_4/INFO_0624.jpg,이천아트홀 대공연장,"정동하, 알리",https://www.ticketlink.co.kr/product/50744,2024.08.31,2024.08.31,2024-08-31
110,2024 심수봉 전국투어 콘서트 : 꽃길 - 부산,https://image.toast.com/aaaaab/ticketlink/TKL_7/s_main_0613.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_8/subong_info06191336a.jpg,KBS 부산홀,심수봉,https://www.ticketlink.co.kr/product/50602,2024.09.07,2024.09.07,2024-09-07
111,2024 남진 콘서트 <음악중심> - 안녕 부천,https://image.toast.com/aaaaab/ticketlink/TKL_9/405x500_0620.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_10/NJ_INFO_0620.jpg,부천실내체육관,남진,https://www.ticketlink.co.kr/product/50684,2024.09.07,2024.09.07,2024-09-07
112,프레드 허쉬 솔로 피아노 2024,https://image.toast.com/aaaaab/ticketlink/TKL_1/fh_pst0621.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_5/fh_web0620.jpg,마포아트센터 아트홀맥,프레드 허쉬,https://www.ticketlink.co.kr/product/50698,2024.09.07,2024.09.07,2024-09-07
113,2024 인문학과 함께하는 브런치콘서트 - 임진모,https://image.toast.com/aaaaab/ticketlink/TKL_4/main0126(3).jpg,http://image.toast.com/aaaaab/ticketlink/TKL_6/w0201.jpg,대구 아양아트센터 아양홀,임진모,https://www.ticketlink.co.kr/product/48235,2024.09.11,2024.09.11,2024-09-11
114,테스트_팬클럽_무니무니,https://image.toast.com/aaaaab/ticketlink/TKL_2/tl_image(17).png,https://i.namu.wiki/i/GFw2SMaGiqbS3yeTWO08FD5Df8LKk-xB2ckQ0MtDjdoryMCJtsDap9msW17NVgbTM4432kao4DkEGsgwhs_In0zw9vMOldvNbYoc-n1Ng4XgxBVZXNZz33WScPw6zCJY5XAVrdsAFGDx24HN_nu3oQ.webp,대학로 예술극장 소극장,,https://www.ticketlink.co.kr/product/50746,2024.09.14,2024.09.15,2024-09-15
115,2024 김창완밴드 전국투어 <개구쟁이> - 대전,https://image.toast.com/aaaaab/ticketlink/TKL_1/k_0625.JPG,http://image.toast.com/aaaaab/ticketlink/TKL_8/k_info_0625.jpg,평송청소년문화센터 평송홀(대극장),김창완,https://www.ticketlink.co.kr/product/50770,2024.09.15,2024.09.15,2024-09-15
116,2024 심수봉 전국투어 콘서트 : 꽃길 - 김해,https://image.toast.com/aaaaab/ticketlink/TKL_2/sim_0620.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_6/sim_info_0620.jpg,김해문화의전당 마루홀,심수봉,https://www.ticketlink.co.kr/product/50706,2024.09.21,2024.09.21,2024-09-21
117,더 피아니스트 재즈 - 안동,https://image.toast.com/aaaaab/ticketlink/TKL_4/9cul_info1_0604.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_2/9cul_info1_0604.jpg,안동문화예술의전당 백조홀,상세정보 참고,https://www.ticketlink.co.kr/product/50230,2024.09.25,2024.09.25,2024-09-25
118,"2024 정태춘,박은옥 콘서트 - 전주",https://image.toast.com/aaaaab/ticketlink/TKL_9/main0611.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_9/main0611(1).jpg,전북대학교 삼성문화회관,"정태춘, 박은옥",https://www.ticketlink.co.kr/product/50562,2024.09.28,2024.09.28,2024-09-28
119,홍기쁨 아코디언의 세계일주 - 안동,https://image.toast.com/aaaaab/ticketlink/TKL_6/10_info1_0524.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_10/10_info1_0524.jpg,안동문화예술의전당 백조홀,상세정보 참고,https://www.ticketlink.co.kr/product/50228,2024.10.31,2024.10.31,2024-10-31
120,2024 김창옥 토크콘서트 시즌4 - 원주,https://image.toast.com/aaaaab/ticketlink/TKL_10/kco_0418.jpg,http://image.toast.com/aaaaab/ticketlink/TKL_3/kco_info_0418.jpg,원주 백운아트홀,김창옥,https://www.ticketlink.co.kr/product/49733,2024.11.03,2024.11.03,2024-11-03
121,2024 인문학과 함께하는 브런치콘서트 - 궤도,https://image.toast.com/aaaaab/ticketlink/TKL_4/main0126(3).jpg,http://image.toast.com/aaaaab/ticketlink/TKL_5/w0201.jpg,대구 아양아트센터 아양홀,궤도,https://www.ticketlink.co.kr/product/48236,2024.12.11,2024.12.11,2024-12-11
