,상품 제목,포스터 URL,상세 포스터 URL,공연장소,캐스팅 리스트,해당 링크,시작일,종료일,종료일_date
58,유희도 10주년 기념 콘서트 Hee＇story,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061416474219dfbdbf-1e40-47f2-a2f5-47555ef3f293.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061416542584a7fb12-7fdb-434b-ab3f-70e5fa82e32a.jpg/melon/quality/90/optimize,연남스페이스,희도,https://ticket.melon.com/performance/index.htm?prodId=210015,2024.07.07,2024.07.07,2024-07-07
73,워터밤 서울 2024（WATERBOMB SEOUL 2024）,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/02/202402211356400c7f8b20-2a5f-4aa8-9c06-fe72004a0c91.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240626112726cbbeaf0f-1ef3-4365-9384-4c308a688cd3.jpg/melon/quality/90/optimize,일산 킨텍스(KINTEX)?야외 글로벌 스테이지(KINTEX 제2전시장),"박재범, 태민 (TAEMIN), 지코 (ZICO), 나연 (TWICE), 사이먼 도미닉, KISS OF LIFE, 창모 (CHANGMO), 권은비, 선미, 백호, 제시 (Jessi), 화사 (HWASA), 청하, 비비 (BIBI), 유아 (오마이걸), 이영지, 로꼬, GRAY (그레이), 우원재, 쿠기 (Coogie), 프로미스나인, pH-1, 민호 (MINHO), 82MAJOR(82메이저)",https://ticket.melon.com/performance/index.htm?prodId=209531,2024.07.05,2024.07.07,2024-07-07
74,2024 주호 CONCERT 주주총회 ‘SPARKLE’,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240612180720b0d1a71d-f611-4b90-a6ef-34e6de2d5e67.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240620101638f6dec0b8-d589-4525-8a40-944328140b5b.jpg/melon/quality/90/optimize,백암아트홀,주호,https://ticket.melon.com/performance/index.htm?prodId=209999,2024.07.06,2024.07.06,2024-07-06
75,Creepy Nuts ONE MAN TOUR 2024,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240517141351ee8c5fab-3dae-4638-befd-e33a34ce08fd.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://i.namu.wiki/i/Q_IXq7dWDGtUxGHGKbRCC5_I9X2AG7tvZRs8D3Bs34AV6mumP0Sqou_0NP3yqzbWM9X3LiaKIhBFYMsS-ZGt5xbSKxFUtTGEWVt3p9lIgQ8MTJwrTXEK44Mw-kGAVpnnUs41zeeXbi6Zqpsm_6Qa_A.webp,비욘드라이브 (https://beyondlive.com),Creepy Nuts,https://ticket.melon.com/performance/index.htm?prodId=209905,2024.07.06,2024.07.06,2024-07-06
76,박소은?단독 공연 〈마지막 문장：오 너와 나 그렇게 쌓여가는 너와 나〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061213494652eb59d6-f237-4d31-b7c1-405df748bb34.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061214144121c3ef27-2036-4616-aa02-1d2e05417f0e.jpg/melon/quality/90/optimize,롤링홀,박소은,https://ticket.melon.com/performance/index.htm?prodId=209986,2024.07.06,2024.07.06,2024-07-06
77,청춘썸머나잇2024,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024052817010894c41bd8-0b5f-4618-baa5-1371492e0859.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240528170157fd8ad049-678a-4562-9a8a-b9a96214d611.jpg/melon/quality/90/optimize,일산 킨텍스(KINTEX),,https://ticket.melon.com/performance/index.htm?prodId=209847,2024.07.06,2024.07.07,2024-07-07
78,2024 유발이 단독공연 〈그녀의 일기장을 훔쳐봐주세요〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406030948064643fa7f-c53f-4615-ad20-2bdff818494a.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240603095850f8eb982b-b920-4aac-9d30-54c59e5fe088.jpg/melon/quality/90/optimize,클럽온에어,유발이 (U.BAR.E),https://ticket.melon.com/performance/index.htm?prodId=209968,2024.07.07,2024.07.07,2024-07-07
79,UNEDUCATED KID 2nd Concert 〈The Cult〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240618104148f50e0125-947d-4078-8fd3-cc4cb50f9529.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240618104354a6cba677-c939-48ba-bdb7-93a4f2656a04.jpg/melon/quality/90/optimize,롤링홀,,https://ticket.melon.com/performance/index.htm?prodId=210025,2024.07.07,2024.07.07,2024-07-07
80,뮤직 코멘터리：Talkback＃2 ‘솔루션스’,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240625115635f1e0b2de-1cfe-44ab-bb89-a6aefb746dc1.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240625120107e80ab734-7cfb-4f37-a40c-fb55ab01f085.png/melon/quality/90/optimize,KT&G 상상마당?시네마,솔루션스 (THE SOLUTIONS),https://ticket.melon.com/performance/index.htm?prodId=210053,2024.07.08,2024.07.08,2024-07-08
81,OAH！（오아！）단독 공연 〈Sweet dreams，May〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240610181810f359300b-56d6-43d3-89d9-b78d614ca3e4.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240610182429df79d985-289c-46ce-8e65-ea2e5c94859e.jpg/melon/quality/90/optimize,클럽온에어,OAH! (오아!),https://ticket.melon.com/performance/index.htm?prodId=209993,2024.07.13,2024.07.13,2024-07-13
82,버둥 뮤직트립：trip over music in Seoul,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240620114020dc27cd24-bdb4-46b9-9556-3d1213b7d120.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240620114037b1064e4b-2262-4003-a4df-114dbaf14be7.png/melon/quality/90/optimize,KT&G 상상마당 홍대 라이브홀,버둥,https://ticket.melon.com/performance/index.htm?prodId=209992,2024.07.13,2024.07.13,2024-07-13
83,사공 단독 콘서트：휴일,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405081941431f5b86b9-87ba-4b5a-a328-1a47c621ef4d.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240508194959a0e2455b-ed9f-459f-a006-e001bdb2ecd3.jpg/melon/quality/90/optimize,벨로주 홍대,사공 (Sagong),https://ticket.melon.com/performance/index.htm?prodId=209861,2024.07.13,2024.07.13,2024-07-13
84,지푸 x 디제이티즈 ‘First Time’ 앨범 발매 쇼케이스,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024053011475293db2c98-b4b9-4bf1-8a02-f0c0872297fa.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405301150118383d14a-1209-4452-9ec6-cdaf041067ce.jpg/melon/quality/90/optimize,마이너즈 로타리 클럽,,https://ticket.melon.com/performance/index.htm?prodId=209952,2024.07.13,2024.07.13,2024-07-13
85,2024 YEBIN’S FAN SIGN EVENT：YEPPY BIRTHDAY,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062514435676cd1fff-1ba6-4f3e-bdff-57e1b2cd8956.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240625144411dad325dd-d5e7-4c35-b4d1-4856c50b1c95.png/melon/quality/90/optimize,교원 콘서트홀,,https://ticket.melon.com/performance/index.htm?prodId=210048,2024.07.14,2024.07.14,2024-07-14
86,2024 YEBIN’S FANMEETING：YEPPY BIRTHDAY,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062514572739a132da-844d-4bca-a4bd-17a050d438fe.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240627132627c9933e51-bf7e-447c-aa3c-48bc384857e8.png/melon/quality/90/optimize,교원 콘서트홀,,https://ticket.melon.com/performance/index.htm?prodId=210047,2024.07.14,2024.07.14,2024-07-14
87,2024 맢동산 팬콘서트［워커홀릭］MD 상품 선주문 안내,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240625095921e5dbc1a4-8db3-4481-9d3e-7a67312302d2.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062609435699acc5f3-4b96-472e-9de8-a6e8785f214c.jpg/melon/quality/90/optimize,2024.06.27 - 2024.07.15,,https://ticket.melon.com/performance/index.htm?prodId=210051,2024.06.27,2024.07.15,2024-07-15
88,PITTA 강형호 콘서트：New Normal Life－부산,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240523152648817a0106-e20b-41e9-b271-0b66436d8b88.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240523155816488c19c4-f20c-4de9-bd70-5fad9e84ed7b.jpg/melon/quality/90/optimize,소향씨어터 신한카드홀,"PITTA (강형호), 포레스텔라(Forestella)",https://ticket.melon.com/performance/index.htm?prodId=209868,2024.07.20,2024.07.21,2024-07-21
89,The Show Seoul－Part 8．Jazz＆Polk Rock［기차와 소나무이규석 With류인기밴드 디너콘서트］,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062410075656d84473-4c53-4bd7-9a38-82bf636411d0.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406211329274aff4ccd-de34-4c1a-9b26-94ebf8c21082.jpg/melon/quality/90/optimize,벨지움 재즈카페,,https://ticket.melon.com/performance/index.htm?prodId=210039,2024.07.20,2024.07.20,2024-07-20
90,프롬 단독 콘서트 〈Fromm． Forest〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240619180013c9ab68ad-b2bb-4433-a424-3950c966fd69.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062711220707bb54c1-e786-414e-98d1-d0e62fbae89e.jpg/melon/quality/90/optimize,성수아트홀,프롬,https://ticket.melon.com/performance/index.htm?prodId=210032,2024.07.20,2024.07.21,2024-07-21
91,먼데이프로젝트 시즌7 OUR SUMMER［적란운 단독 콘서트］,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240626104908298b3058-1013-4ce4-b02f-bccbfbcd929d.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062610533121b5af13-e92a-4f9a-962c-eb767354d305.jpg/melon/quality/90/optimize,클럽온에어,적란운,https://ticket.melon.com/performance/index.htm?prodId=210056,2024.07.22,2024.07.22,2024-07-22
92,먼데이프로젝트 시즌7［Add All Ears（에드올이얼스）단독 콘서트 ‘목소리 청음회’］,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240627101135b9135e25-14e8-4b05-9c77-d6fe9f6f6831.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240627101149e448773c-34d7-4723-9791-9cdba31ce91a.jpg/melon/quality/90/optimize,클럽온에어,Add All Ears,https://ticket.melon.com/performance/index.htm?prodId=210055,2024.07.23,2024.07.23,2024-07-23
93,조영숙X장영규X박민희 〈조 도깨비 영숙〉 _싱크넥스트24,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405160952498891da75-8404-4a7f-adc6-5a1500ba570f.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062709141897e3f2c4-6228-480f-a010-798ab7ecb441.jpg/melon/quality/90/optimize,세종문화회관?S씨어터,,https://ticket.melon.com/performance/index.htm?prodId=209887,2024.07.26,2024.07.27,2024-07-27
94,2024 변진섭 전국투어 콘서트：변천사－평택,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240624193836919a6c18-a808-43a3-b4b2-5c90871fb652.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406241942316ba4810e-0a50-4946-88de-d414b833ca14.jpg/melon/quality/90/optimize,평택 서부문화예술회관?대공연장,변진섭,https://ticket.melon.com/performance/index.htm?prodId=210049,2024.07.27,2024.07.27,2024-07-27
95,EARS－UP Vol．38 ? 김뜻돌，해파,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406261001357fafafa3-fff0-4a5d-92ea-970f0fce71c8.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406261043377b72ac07-211a-4ba0-8830-1f70278c5b6f.jpg/melon/quality/90/optimize,고라니특공대,,https://ticket.melon.com/performance/index.htm?prodId=210052,2024.07.27,2024.07.27,2024-07-27
96,2024 변진섭 전국투어 콘서트：변천사－대구,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240624155935f2b74721-7b06-42b6-9851-a6cec6df77c0.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062416030423087ae0-2dec-424a-ab7f-51481b11ca1c.jpg/melon/quality/90/optimize,대구보건대학교 인당아트홀,변진섭,https://ticket.melon.com/performance/index.htm?prodId=210046,2024.07.28,2024.07.28,2024-07-28
97,Blue is Rock－DALDAM X GIFT,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406241530334917e210-afdd-4389-b433-856e9a6ffcd5.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406241654365cc2f5b4-bf18-486b-9f59-363b76c88ff1.jpg/melon/quality/90/optimize,CJ아지트 광흥창,"달담, 기프트 (GIFT)",https://ticket.melon.com/performance/index.htm?prodId=210042,2024.07.28,2024.07.28,2024-07-28
98,김정민 전국투어 콘서트：LIVE STAR－대구,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240624095602184f3464-21f3-4ced-af82-af682063fb94.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406241025106fd32270-650d-4ad9-bc5a-78bc6b11802a.jpg/melon/quality/90/optimize,대구보건대학교 인당아트홀,김정민,https://ticket.melon.com/performance/index.htm?prodId=210044,2024.07.28,2024.07.28,2024-07-28
99,장들레 단독 콘서트 ‘롱타임노씨’,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240620205842af47ec29-32f5-4d52-96c9-2d0088f133a4.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240620210257cba6e073-727a-4091-b916-a49930d60971.jpg/melon/quality/90/optimize,롤링홀,장들레,https://ticket.melon.com/performance/index.htm?prodId=210038,2024.08.02,2024.08.02,2024-08-02
100,2024 Red Velvet FANCON TOUR 〈HAPPINESS：My Dear，ReVe1uv〉 in SEOUL,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406171521345acf0e0f-a29d-47d3-bfb6-f77b5ebe44bb.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406171521485653b21b-36d1-4481-b121-42b746a473b3.jpg/melon/quality/90/optimize,올림픽공원?핸드볼경기장,Red Velvet (레드벨벳),https://ticket.melon.com/performance/index.htm?prodId=210009,2024.08.03,2024.08.04,2024-08-04
101,김준서：틈,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062421331660f286dc-6497-459e-b40a-3e08d3a0a365.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240624213736f6e054f6-0101-40e5-a302-77573b8bf84a.jpg/melon/quality/90/optimize,롤링홀,김준서,https://ticket.melon.com/performance/index.htm?prodId=210050,2024.08.03,2024.08.03,2024-08-03
102,메타코미디 〈코미디 어셈블：만담〉 _싱크넥스트24,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406131455050ea5797f-d909-4d2a-87ed-cf038806e6cd.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240611091110cf7879b2-9204-469c-a4d8-7a4d4c2e489d.jpg/melon/quality/90/optimize,세종문화회관?S씨어터,,https://ticket.melon.com/performance/index.htm?prodId=209884,2024.08.15,2024.08.15,2024-08-15
103,메타코미디 〈코미디 어셈블：스탠드업〉 _싱크넥스트24,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240613145252d594e787-bc52-4623-b7db-7d3e7fd79cbe.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240611091206df4b87a7-202e-4d21-86c0-100c9577d2f3.jpg/melon/quality/90/optimize,세종문화회관?S씨어터,,https://ticket.melon.com/performance/index.htm?prodId=209885,2024.08.16,2024.08.17,2024-08-17
104,AJR 내한공연 AJR LIVE IN SEOUL,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/04/2024041718481650ccaa9d-3549-4b41-9289-81449a4b4cb0.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/04/202404191011493648fe31-c811-409b-84d5-0432081f6e79.png/melon/quality/90/optimize,잠실실내체육관,AJR,https://ticket.melon.com/performance/index.htm?prodId=209759,2024.08.20,2024.08.20,2024-08-20
105,Summer Jazzbreak 2024,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406211548439061a5c3-6a5b-4a39-bd5f-11e3544adf48.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406211615276b003e3c-bc66-439c-b9f3-62c45065b819.jpg/melon/quality/90/optimize,구로아트밸리 예술극장,"Kazumi Tateishi Trio, Yoshida Keico, 젠틀레인 (Gentle Rain)",https://ticket.melon.com/performance/index.htm?prodId=210043,2024.08.31,2024.08.31,2024-08-31
106,2024 RIIZE FAN－CON ‘RIIZING DAY’ FINALE in SEOUL,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240619150458b97a0842-56e0-4484-a0cd-d24f049dcf09.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406261054448dd6b3d4-f661-446b-8063-0acd492a8f62.jpg/melon/quality/90/optimize,KSPO DOME,RIIZE,https://ticket.melon.com/performance/index.htm?prodId=210031,2024.09.14,2024.09.15,2024-09-15
107,맷 말티스 내한공연 Matt Maltese LIVE IN SEOUL,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240522140030c127f1b6-dc32-4327-bddf-d8f99b96b824.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405221407360a949dfd-312b-4c5b-9e7a-d841c408529a.jpg/melon/quality/90/optimize,무신사 개러지,Matt Maltese,https://ticket.melon.com/performance/index.htm?prodId=209914,2024.11.08,2024.11.08,2024-11-08
