상품 제목,포스터 URL,상세 포스터 URL,공연장소,공연기간,캐스팅 리스트,해당 링크
크리스피 단독 콘서트：Teenage Dirtbag,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024052916245540ba1dcb-2adf-4000-860e-2b7ece7df6ef.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024053015251778769b4e-3390-44eb-b8e2-fe87cac947e5.jpg/melon/quality/90/optimize,KT&G 상상마당 홍대 라이브홀,2024.06.29 - 2024.06.29,['creespy'],https://ticket.melon.com/performance/index.htm?prodId=209947
아리아라이브 2024 이모션 인 서울,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406071001336719d30d-8840-4e9b-9970-930e894b0a98.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240607103306ccc753bf-2965-4dbd-ac41-a4f229723ea3.png/melon/quality/90/optimize,웨스트브릿지,2024.08.17 - 2024.08.17,"['AliA', 'cotoba (코토바)']",https://ticket.melon.com/performance/index.htm?prodId=209982
전자양 단독공연 〈KING OF NOISE〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024052715352661abbe3c-93b3-45b0-ac69-033a96988511.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405300900497877ab5e-ff7c-4bbe-98a7-fa9447ae6e78.jpg/melon/quality/90/optimize,웨스트브릿지?라이브홀,2024.06.30 - 2024.06.30,['전자양'],https://ticket.melon.com/performance/index.htm?prodId=209937
태비 단독콘서트 CINEMA,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240618141045454d958d-c490-41d9-985a-fff25bb1180d.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406191341537f3d63a7-a624-4d71-bae4-378f62241927.jpg/melon/quality/90/optimize,CJ아지트 광흥창,2024.07.14 - 2024.07.14,['태비 (Taeb2)'],https://ticket.melon.com/performance/index.htm?prodId=210027
소란한 여름밤,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061214212766a24aab-4333-4d69-a827-ea5c99dc183d.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240626162318abfc8758-c92d-4f5d-b883-7f5a22e5803b.jpg/melon/quality/90/optimize,스카이아트홀,2024.07.06 - 2024.07.06,['소란 (SORAN)'],https://ticket.melon.com/performance/index.htm?prodId=209996
Tuesday Beach Club 단독 콘서트：Through the Lights,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240613150140c81f30c8-43d8-44c2-89cf-d66a80f780c9.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406131505467b7d74e8-d683-4f80-9a1e-3769f6d94e70.jpg/melon/quality/90/optimize,롤링홀,2024.07.05 - 2024.07.05,['Tuesday Beach Club'],https://ticket.melon.com/performance/index.htm?prodId=210010
킹스턴 루디스카 20주년 단독 콘서트,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061812051955b264a5-dd0b-4d8c-8842-37ed92c485f4.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240618113546e706c7c2-1d22-47e8-8f03-fee5365ce612.jpg/melon/quality/90/optimize,KT&G 상상마당 홍대 라이브홀,2024.08.09 - 2024.08.09,['킹스턴 루디스카'],https://ticket.melon.com/performance/index.htm?prodId=210021
싱어송라이터 나날（NaaNaL）첫번째 단독 콘서트 〈The Dream Ade〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405301413469ba7ab55-c949-4b4d-be38-ba57fa1d7e1e.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405310922000a9e7517-86f9-47dc-9725-c6de80a2b650.jpg/melon/quality/90/optimize,KT&G 상상마당 부산?라이브홀,2024.07.05 - 2024.07.05,['나날(NaaNaL)'],https://ticket.melon.com/performance/index.htm?prodId=209954
김현창?첫?정규?앨범?단독?콘서트 〈살아서 슬퍼야지，그렇게 선명히 너를 사랑해야지〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240516143346185527e2-1e93-4978-bb0e-32234e7b32d5.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240605132454bd1aaa67-98c1-477a-8c51-23951b05e2a2.jpg/melon/quality/90/optimize,노들섬 라이브하우스,2024.06.29 - 2024.06.29,['김현창'],https://ticket.melon.com/performance/index.htm?prodId=209898
그_냥 단독공연 〈 이번 여름에도 그_냥 〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240604103344439daa6c-6bd3-48a5-9d39-f4925b99eb54.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024060410384345d08aac-2df7-4bbe-86e8-37480a9bd04a.jpg/melon/quality/90/optimize,문화정원아트홀,2024.07.13 - 2024.07.13,['그_냥'],https://ticket.melon.com/performance/index.htm?prodId=209975
2024 UKISS FAN CONCERT ‘First Memories’,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240516111902fff708d2-6fce-4ba8-8f52-27e8396f7e69.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024052013214115bd52c3-d25b-42f2-972c-2927895b452f.png/melon/quality/90/optimize,YES24 원더로크홀,2024.06.29 - 2024.06.29,['유키스'],https://ticket.melon.com/performance/index.htm?prodId=209867
일레인 단독 콘서트 〈Summer〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240612144222a296a57d-0de1-407a-b695-7970db6b876f.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061910363885f1414c-a74d-4577-abfa-e8ec420e2432.png/melon/quality/90/optimize,클럽온에어,2024.07.19 - 2024.07.19,['일레인'],https://ticket.melon.com/performance/index.htm?prodId=210002
2024 변진섭 전국투어 콘서트：변천사－인천,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240610134524dbe87d04-1c37-4d2e-93b7-3e7edb3d857b.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240611103927f3d17b05-cb73-4203-8fd9-0191ad8200c2.jpg/melon/quality/90/optimize,부평아트센터?해누리극장,2024.07.20 - 2024.07.20,['변진섭'],https://ticket.melon.com/performance/index.htm?prodId=209991
생각의 여름 단독 콘서트 ‘마음이라는 마을’：롤링 29주년 기념 공연,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240520165756a24a202b-f1d4-4b5a-8026-3c21d5cc7175.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024052017025544278b1a-8d27-49b3-a35d-07c29ac1c690.jpg/melon/quality/90/optimize,롤링홀,2024.06.28 - 2024.06.28,"['생각의 여름', '박경환']",https://ticket.melon.com/performance/index.htm?prodId=209910
2024 카즈미 타테이시 트리오 내한공연－지브리，재즈를 만나다－（부산）,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406211511168f597e22-4859-4776-bfd6-e67b54e26c8e.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062115211865dc0dcc-f377-4b83-bb29-a8dbbd9a4470.jpg/melon/quality/90/optimize,부산 동래문화회관?대극장,2024.08.28 - 2024.08.28,['Kazumi Tateishi Trio'],https://ticket.melon.com/performance/index.htm?prodId=210040
All Day，JAZZ SHOW！,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240529161758f5c7497e-0943-4f26-a3bc-5f3673834c82.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240607103739f85063a7-ce63-43bd-af66-65ceab279a2b.jpg/melon/quality/90/optimize,종로 EDLS,2024.06.30 - 2024.06.30,[],https://ticket.melon.com/performance/index.htm?prodId=209946
차우주 생일 콘서트：fall apart,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240613102803fa3b35b7-b1fd-4cf4-a299-fa13c6a8cee1.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406131037506111243c-976e-400e-aab2-60c04a6078d1.jpg/melon/quality/90/optimize,얼라이브홀,2024.06.30 - 2024.06.30,['차우주'],https://ticket.melon.com/performance/index.htm?prodId=210004
싱어송와이더 ＃2 초승,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024061310070583557a5f-e2f1-4a12-a630-21434c9dcaef.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406131007270d51c9c3-e489-40da-af38-5c4ad3bb3a2f.png/melon/quality/90/optimize,KT&G 상상마당 홍대 라이브홀,2024.07.19 - 2024.07.19,['초승 (CHOSNG)'],https://ticket.melon.com/performance/index.htm?prodId=210003
박장현 팬미팅 〈靑春의 6월〉,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240611091536ef00702f-6e9f-4356-bf7f-2403f547164c.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240611092745511e80a8-6103-42cd-badd-05ea03d1382e.png/melon/quality/90/optimize,성암아트홀,2024.06.29 - 2024.06.29,['박장현 (VROMANCE)'],https://ticket.melon.com/performance/index.htm?prodId=209994
유라 〈꽤 많은 수의 촉수 돌기〉 _싱크넥스트24,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240516095513a0334a4d-3469-4da8-b21c-9516db4b33d9.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405160955514f56a131-eee5-4b2e-8c59-6367cfdc62ac.jpg/melon/quality/90/optimize,세종문화회관?S씨어터,2024.08.09 - 2024.08.10,[],https://ticket.melon.com/performance/index.htm?prodId=209888
김오키 새턴발라드 〈러브 인 새턴〉 _싱크넥스트24,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024051609465580894bc8-b6d4-4ab8-b4b7-363c2318c59e.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/20240627141012d638e047-6f43-4a49-8c3e-2e35e5b74b4b.jpg/melon/quality/90/optimize,세종문화회관?S씨어터,2024.07.05 - 2024.07.06,[],https://ticket.melon.com/performance/index.htm?prodId=209886
찬민（CHANMIN）EP 발매기념 콘서트 ‘CINEMA’,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024060714280079bb6d77-b581-4d76-a087-0e9ad35147fd.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406071500257090f9e0-a8d5-44a6-a16c-353b5a47d624.jpg/melon/quality/90/optimize,살롱문보우,2024.07.06 - 2024.07.06,['찬민 (CHANMIN)'],https://ticket.melon.com/performance/index.htm?prodId=209985
모스크바서핑클럽 X ddbb 콘서트：Ghost ＆ Zombie,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/202405311051433a65e5f4-c2fa-4df9-bf31-1c28bd1987d6.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240531112125a3427993-f75f-42bb-9434-b61a8c620644.jpg/melon/quality/90/optimize,롤링홀,2024.07.11 - 2024.07.11,"['모스크바서핑클럽', 'ddbb']",https://ticket.melon.com/performance/index.htm?prodId=209964
크리스토퍼 내한공연,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/04/202404082031476ba00c34-68d9-4724-b95d-b6bab115314e.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/04/20240412175006759bb703-7f83-4e79-8833-4cde7ace49b9.png/melon/quality/90/optimize,잠실실내체육관,2024.08.24 - 2024.08.25,['Christopher'],https://ticket.melon.com/performance/index.htm?prodId=209726
공중그늘 단독 콘서트：Fresh Start,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/2024052816123648dc90e5-ebe8-4557-a7a2-c6154ff0761b.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240528162137809f8b2a-7889-4223-aeec-ae4446760b49.jpg/melon/quality/90/optimize,롤링홀,2024.07.04 - 2024.07.04,['공중그늘'],https://ticket.melon.com/performance/index.htm?prodId=209940
버둥 뮤직트립：trip over music in Busan,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/202406201141434de67e93-a49a-4976-a8d3-759e95621a21.png/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/06/2024062011420068f72bac-3ada-4094-9684-1dba9413b472.png/melon/quality/90/optimize,KT&G 상상마당 부산?라이브홀,2024.07.20 - 2024.07.20,['버둥'],https://ticket.melon.com/performance/index.htm?prodId=210001
미나 오카베 내한공연 MINA OKABE LIVE IN SEOUL,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240521185255e35e16a2-9c26-4097-8c5c-fd30f2c34e24.jpg/melon/resize/180x254/strip/true/quality/90/optimize,https://cdnticket.melon.co.kr/resource/image/upload/product/2024/05/20240521193528e542c621-9e22-4238-9d73-57afc62397f8.jpg/melon/quality/90/optimize,무신사 개러지,2024.08.22 - 2024.08.22,['Mina Okabe'],https://ticket.melon.com/performance/index.htm?prodId=209894
